Symbol,Nasdaq Traded,Security Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares
CHSCO,True,CHS Inc - Class B Cumulative Redeemable Preferred Stock,Q,Q,False,100.0,False,N,,CHSCO,False
CHSCP,True,CHS Inc - 8%  Cumulative Redeemable Preferred Stock,Q,Q,False,100.0,False,N,,CHSCP,False
CHSP,True,Chesapeake Lodging Trust Common Shares of Beneficial Interest,N, ,False,100.0,False,,CHSP,CHSP,False
CHT,True,"Chunghwa Telecom Co., Ltd.",N, ,False,100.0,False,,CHT,CHT,False
CHTR,True,"Charter Communications, Inc. - Class A Common Stock",Q,Q,False,100.0,False,N,,CHTR,False
CHU,True,China Unicom (Hong Kong) Ltd Common Stock,N, ,False,100.0,False,,CHU,CHU,False
CHUBA,True,"CommerceHub, Inc. - Series A Common Stock",Q,G,False,100.0,False,N,,CHUBA,False
CHUBK,True,"CommerceHub, Inc. - Series C Common Stock",Q,G,False,100.0,False,N,,CHUBK,False
CHUY,True,"Chuy's Holdings, Inc. - Common Stock",Q,Q,False,100.0,False,N,,CHUY,False
CHW,True,Calamos Global Dynamic Income Fund - Common Stock,Q,Q,False,100.0,False,N,,CHW,False
CHY,True,Calamos Convertible and High Income Fund - Common Stock,Q,Q,False,100.0,False,N,,CHY,False
CI,True,Cigna Corporation Common Stock,N, ,False,100.0,False,,CI,CI,False
CIA,True,"Citizens, Inc. Class A Common Stock ($1.00 Par)",N, ,False,100.0,False,,CIA,CIA,False
CIB,True,BanColombia S.A. Common Stock,N, ,False,100.0,False,,CIB,CIB,False
CIBR,True,First Trust NASDAQ Cybersecurity ETF,Q,G,True,100.0,False,N,,CIBR,False
CIC,True,Capitol Investment Corp. IV Class A Ordinary Shares,N, ,False,100.0,False,,CIC,CIC,False
CIC.U,True,"Capitol Investment Corp. IV Units, each consisting of One Class A Ordinary Share and One-Third of One redeemable Warrant",N, ,False,100.0,False,,CIC.U,CIC=,False
CIC.W,True,"Capitol Investment Corp. IV Redeemable Warrants, exercisable for Class A Ordinary Shares at an exercise price of $11.50 per share",N, ,False,100.0,False,,CIC.WS,CIC+,False
CID,True,VictoryShares International High Div Volatility Wtd ETF,Q,G,True,100.0,False,N,,CID,False
CIDM,True,Cinedigm Corp - Class A Common Stock,Q,G,False,100.0,False,N,,CIDM,False
CIEN,True,Ciena Corporation Common Stock,N, ,False,100.0,False,,CIEN,CIEN,False
CIF,True,MFS Intermediate High Income Fund Common Stock,N, ,False,100.0,False,,CIF,CIF,False
CIFS,True,China Internet Nationwide Financial Services Inc. - Ordinary Shares,Q,G,False,100.0,False,N,,CIFS,False
CIG,True,Comp En De Mn Cemig ADS American Depositary Shares,N, ,False,100.0,False,,CIG,CIG,False
CIG.C,True,Comp En De Mn Cemig ADS American Depositary Receipts,N, ,False,100.0,False,,CIG.C,CIG.C,False
CIGI,True,Colliers International Group Inc.  - Subordinate Voting Shares,Q,Q,False,100.0,False,N,,CIGI,False
CII,True,"Blackrock Capital and Income Fund, Inc.",N, ,False,100.0,False,,CII,CII,False
CIK,True,"Credit Suisse Asset Management Income Fund, Inc. Common Stock",A, ,False,100.0,False,,CIK,CIK,False
CIL,True,VictoryShares International Volatility Wtd ETF,Q,G,True,100.0,False,N,,CIL,False
CIM,True,Chimera Investment Corporation Common Stock,N, ,False,100.0,False,,CIM,CIM,False
CIM$A,True,Chimera Investment Corporation 8.00% Series A Cumulative Redeemable Preferred Stock,N, ,False,100.0,False,,CIMpA,CIM-A,False
CIM$B,True,Chimera Investment Corporation 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,N, ,False,100.0,False,,CIMpB,CIM-B,False
CINF,True,Cincinnati Financial Corporation - Common Stock,Q,Q,False,100.0,False,N,,CINF,False
CINR,True,Ciner Resources LP Common Units representing Limited Partner Interests,N, ,False,100.0,False,,CINR,CINR,False
CIO,True,"City Office REIT, Inc. Common Stock",N, ,False,100.0,False,,CIO,CIO,False
CIO$A,True,"City Office REIT, Inc. 6.625% Series A Cumulative Redeemable Preferred Stock",N, ,False,100.0,False,,CIOpA,CIO-A,False
CIR,True,"CIRCOR International, Inc. Common Stock",N, ,False,100.0,False,,CIR,CIR,False
CISN,True,Cision Ltd. Ordinary Shares,N, ,False,100.0,False,,CISN,CISN,False
CISN.W,True,Cision Ltd. Warrants,A, ,False,100.0,False,,CISN.WS,CISN+,False
CIT,True,CIT Group Inc (DEL) Common Stock,N, ,False,100.0,False,,CIT,CIT,False
CIU,True,iShares Intermediate Credit Bond ETF,Q,G,True,100.0,False,N,,CIU,False
CIVB,True,"Civista Bancshares, Inc.  - Common Stock",Q,S,False,100.0,False,N,,CIVB,False
CIVBP,True,"Civista Bancshares, Inc.  - Depositary Shares Each Representing a 1/40th Interest in a 6.50% Noncumulative Redeemable Convertible Perpetual Preferred Share, Series B",Q,S,False,100.0,False,N,,CIVBP,False
CIVI,True,"Civitas Solutions, Inc. Common Stock",N, ,False,100.0,False,,CIVI,CIVI,False
CIX,True,CompX International Inc. Common Stock,A, ,False,100.0,False,,CIX,CIX,False
CIZ,True,VictoryShares Developed Enhanced Volatility Wtd ETF,Q,G,True,100.0,False,N,,CIZ,False
CIZN,True,Citizens Holding Company - Common Stock,Q,G,False,100.0,False,N,,CIZN,False
CJ,True,"C&J Energy Services, Inc. Common Stock",N, ,False,100.0,False,,CJ,CJ,False
CJJD,True,"China Jo-Jo Drugstores, Inc. - Common Stock",Q,S,False,100.0,False,N,,CJJD,False
CJNK,True,SPDR ICE BofAML Crossover Corporate Bond ETF,P, ,True,100.0,False,,CJNK,CJNK,False
CKH,True,SEACOR Holdings Inc. Common Stock,N, ,False,100.0,False,,CKH,CKH,False
CKPT,True,"Checkpoint Therapeutics, Inc. - Common Stock",Q,S,False,100.0,False,N,,CKPT,False
CKX,True,"CKX Lands, Inc. Common Stock",A, ,False,100.0,False,,CKX,CKX,False
CL,True,Colgate-Palmolive Company Common Stock,N, ,False,100.0,False,,CL,CL,False
CLAR,True,Clarus Corporation - Common Stock,Q,Q,False,100.0,False,N,,CLAR,False
CLB,True,Core Laboratories N.V. Common Stock,N, ,False,100.0,False,,CLB,CLB,False
CLBS,True,"Caladrius Biosciences, Inc. - Common Stock",Q,S,False,100.0,False,N,,CLBS,False
CLCT,True,"Collectors Universe, Inc. - Common Stock",Q,G,False,100.0,False,N,,CLCT,False
CLD,True,Cloud Peak Energy Inc Common Stock,N, ,False,100.0,False,,CLD,CLD,False
CLDC,True,China Lending Corporation - Ordinary Shares,Q,S,False,100.0,False,N,,CLDC,False
CLDR,True,"Cloudera, Inc. Common Stock",N, ,False,100.0,False,,CLDR,CLDR,False
CLDT,True,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,N, ,False,100.0,False,,CLDT,CLDT,False
CLDX,True,"Celldex Therapeutics, Inc. - Common Stock",Q,Q,False,100.0,False,N,,CLDX,False
CLF,True,Cleveland-Cliffs Inc. Common Stock,N, ,False,100.0,False,,CLF,CLF,False
CLFD,True,"Clearfield, Inc. - Common Stock",Q,G,False,100.0,False,N,,CLFD,False
CLGN,True,"CollPlant Holdings, Ltd. - American Depositary Shares",Q,S,False,100.0,False,N,,CLGN,False
CLGX,True,"CoreLogic, Inc. Common Stock",N, ,False,100.0,False,,CLGX,CLGX,False
CLH,True,"Clean Harbors, Inc. Common Stock",N, ,False,100.0,False,,CLH,CLH,False
CLI,True,Mack-Cali Realty Corporation Common Stock,N, ,False,100.0,False,,CLI,CLI,False
CLIR,True,ClearSign Combustion Corporation - Common Stock,Q,S,False,100.0,False,N,,CLIR,False
CLIRW,True,ClearSign Combustion Corporation - Warrant,Q,S,False,100.0,False,N,,CLIRW,False
CLIX,True,ProShares Long Online/Short Stores ETF,P, ,True,100.0,False,,CLIX,CLIX,False
CLLS,True,Cellectis S.A. - American Depositary Shares,Q,G,False,100.0,False,N,,CLLS,False
CLM,True,"Cornerstone Strategic Value Fund, Inc. New Common Stock",A, ,False,100.0,False,,CLM,CLM,False
CLMT,True,"Calumet Specialty Products Partners, L.P. - Common units representing limited partner interests",Q,Q,False,100.0,False,N,,CLMT,False
CLNC,True,"Colony NorthStar Credit Real Estate, Inc. Class A Common Stock",N, ,False,100.0,False,,CLNC,CLNC,False
CLNE,True,Clean Energy Fuels Corp. - Common Stock,Q,Q,False,100.0,False,N,,CLNE,False
CLNS,True,"Colony NorthStar, Inc.",N, ,False,100.0,False,,CLNS,CLNS,False
CLNS$B,True,"Colony NorthStar, Inc. 8.25% Series B cumulative redeemable perpetual preferred stock",N, ,False,100.0,False,,CLNSpB,CLNS-B,False
CLNS$D,True,"Colony NorthStar, Inc. 8.5% Series D cumulative redeemable perpetual preferred stock",N, ,False,100.0,False,,CLNSpD,CLNS-D,False
CLNS$E,True,"Colony NorthStar, Inc. 8.75% Series E cumulative redeemable perpetual preferred stock",N, ,False,100.0,False,,CLNSpE,CLNS-E,False
CLNS$G,True,"NorthStar Asset Management Group, Inc. 7.50% Series G cumulative redeemable perpetual preferred stock",N, ,False,100.0,False,,CLNSpG,CLNS-G,False
CLNS$H,True,"Colony NorthStar, Inc. 7.125% Series H cumulative redeemable perpetual preferred stock",N, ,False,100.0,False,,CLNSpH,CLNS-H,False
CLNS$I,True,"Colony NorthStar, Inc. 7.15% Series I Cumulative Redeemable Perpetual Preferred Stock",N, ,False,100.0,False,,CLNSpI,CLNS-I,False
CLNS$J,True,"Colony NorthStar, Inc. 7.125% Series J Cumulative Redeemable Perpetual Preferred Stock",N, ,False,100.0,False,,CLNSpJ,CLNS-J,False
CLPR,True,Clipper Realty Inc. Common Stock,N, ,False,100.0,False,,CLPR,CLPR,False
CLR,True,"Continental Resources, Inc. Common Stock",N, ,False,100.0,False,,CLR,CLR,False
CLRB,True,"Cellectar Biosciences, Inc. - Common Stock",Q,S,False,100.0,False,N,,CLRB,False
CLRBW,True,"Cellectar Biosciences, Inc. - Warrants",Q,S,False,100.0,False,N,,CLRBW,False
CLRBZ,True,"Cellectar Biosciences, Inc. - Series A Warrants",Q,S,False,100.0,False,N,,CLRBZ,False
CLRG,True,IQ Chaikin U.S. Large Cap ETF,Q,G,True,100.0,False,N,,CLRG,False
CLRO,True,"ClearOne, Inc. - Common Stock",Q,S,False,100.0,False,N,,CLRO,False
CLS,True,"Celestica, Inc. Common Stock",N, ,False,100.0,False,,CLS,CLS,False
CLSD,True,"Clearside Biomedical, Inc. - Common Stock",Q,G,False,100.0,False,N,,CLSD,False
CLSN,True,Celsion Corporation - Common Stock,Q,S,False,100.0,False,N,,CLSN,False
CLTL,True,PowerShares Treasury Collateral Portfolio,P, ,True,100.0,False,,CLTL,CLTL,False
CLUB,True,"Town Sports International Holdings, Inc. - Common Stock",Q,G,False,100.0,False,N,,CLUB,False
CLVS,True,"Clovis Oncology, Inc. - Common Stock",Q,Q,False,100.0,False,N,,CLVS,False
CLW,True,Clearwater Paper Corporation Common Stock,N, ,False,100.0,False,,CLW,CLW,False
CLWT,True,Euro Tech Holdings Company Limited - Ordinary Shares,Q,S,False,100.0,False,N,,CLWT,False
CLX,True,Clorox Company (The) Common Stock,N, ,False,100.0,False,,CLX,CLX,False
CLXT,True,"Calyxt, Inc. - Common Stock",Q,G,False,100.0,False,N,,CLXT,False
CLY,True,iShares 10  Year Credit Bond ETF,P, ,True,100.0,False,,CLY,CLY,False
CLYH,True,iShares Interest Rate Hedged 10  Year Credit Bond ETF,P, ,True,100.0,False,,CLYH,CLYH,False
CM,True,Canadian Imperial Bank of Commerce Common Stock,N, ,False,100.0,False,,CM,CM,False
CMA,True,Comerica Incorporated Common Stock,N, ,False,100.0,False,,CMA,CMA,False
CMA.W,True,"Comerica Incorporated Warrant expiring November 14, 2018",N, ,False,100.0,False,,CMA.WS,CMA+,False
CMBS,True,iShares CMBS Bond ETF,P, ,True,100.0,False,,CMBS,CMBS,False
CMC,True,Commercial Metals Company Common Stock,N, ,False,100.0,False,,CMC,CMC,False
CMCL,True,Caledonia Mining Corporation Plc Common Shares,A, ,False,100.0,False,,CMCL,CMCL,False
CMCM,True,"Cheetah Mobile Inc. American Depositary Shares, each representing 10 Class Ordinary Shares",N, ,False,100.0,False,,CMCM,CMCM,False
CMCO,True,Columbus McKinnon Corporation - Common Stock,Q,Q,False,100.0,False,N,,CMCO,False
CMCSA,True,Comcast Corporation - Class A Common Stock,Q,Q,False,100.0,False,N,,CMCSA,False
CMCT,True,CIM Commercial Trust Corporation - Common Stock,Q,G,False,100.0,False,N,,CMCT,False
CMCTP,True,CIM Commercial Trust Corporation - Series L Preferred Stock,Q,G,False,100.0,False,N,,CMCTP,False
CMD,True,Cantel Medical Corp. Common Stock,N, ,False,100.0,False,,CMD,CMD,False
CMDT,True,iShares Commodity Optimized Trust,P, ,True,100.0,False,,CMDT,CMDT,False
CME,True,CME Group Inc. - Class A Common Stock,Q,Q,False,100.0,False,N,,CME,False
CMF,True,iShares California Muni Bond ETF,P, ,True,100.0,False,,CMF,CMF,False
CMFN,True,CM Finance Inc - Common Stock,Q,Q,False,100.0,False,N,,CMFN,False
CMG,True,"Chipotle Mexican Grill, Inc. Common Stock",N, ,False,100.0,False,,CMG,CMG,False
CMI,True,Cummins Inc. Common Stock,N, ,False,100.0,False,,CMI,CMI,False
CMO,True,Capstead Mortgage Corporation Common Stock,N, ,False,100.0,False,,CMO,CMO,False
CMO$E,True,Capstead Mortgage Corporation Pfd Ser E,N, ,False,100.0,False,,CMOpE,CMO-E,False
CMP,True,Compass Minerals Intl Inc Common Stock,N, ,False,100.0,False,,CMP,CMP,False
CMPR,True,Cimpress N.V - Ordinary Shares (The Netherlands),Q,Q,False,100.0,False,N,,CMPR,False
CMRE,True,Costamare Inc. Common Stock $0.0001 par value,N, ,False,100.0,False,,CMRE,CMRE,False
CMRE$B,True,Costamare Inc. Perpetual Preferred Stock Series B (Marshall Islands),N, ,False,100.0,False,,CMREpB,CMRE-B,False
CMRE$C,True,Costamare Inc. Perpetual Preferred Series C (Marshall Islands),N, ,False,100.0,False,,CMREpC,CMRE-C,False
CMRE$D,True,Costamare Inc. 8.75% Series D Cumulative Redeemable Perpetual Preferred Stock,N, ,False,100.0,False,,CMREpD,CMRE-D,False
CMRE$E,True,"Costamare Inc. 8.875% Series E Cumulative Redeemable Perpetual Preferred Stock, par value $0.0001",N, ,False,100.0,False,,CMREpE,CMRE-E,False
CMRX,True,"Chimerix, Inc. - Common Stock",Q,G,False,100.0,False,N,,CMRX,False
CMS,True,CMS Energy Corporation Common Stock,N, ,False,100.0,False,,CMS,CMS,False
CMS$B,True,CMS Energy Corporation Preferred Stock,N, ,False,10.0,False,,CMSpB,CMS-B,False
CMSA,True,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,N, ,False,100.0,False,,CMSA,CMSA,False
CMSS,True,CM Seven Star Acquisition Corporation - Ordinary Share,Q,S,False,100.0,False,N,,CMSS,False
CMSSR,True,CM Seven Star Acquisition Corporation - Right,Q,S,False,100.0,False,N,,CMSSR,False
CMSSU,True,CM Seven Star Acquisition Corporation - Unit,Q,S,False,100.0,False,N,,CMSSU,False
CMSSW,True,CM Seven Star Acquisition Corporation - Warrant,Q,S,False,100.0,False,N,,CMSSW,False
CMT,True,Core Molding Technologies Inc Common Stock,A, ,False,100.0,False,,CMT,CMT,False
CMTA,True,Clementia Pharmaceuticals Inc. - Common Shares,Q,Q,False,100.0,False,N,,CMTA,False
CMTL,True,Comtech Telecommunications Corp. - Common Stock,Q,Q,False,100.0,False,N,,CMTL,False
CMU,True,MFS Municipal Income Trust Common Stock,N, ,False,100.0,False,,CMU,CMU,False
CN,True,Xtrackers MSCI All China Equity ETF,P, ,True,100.0,False,,CN,CN,False
CNA,True,CNA Financial Corporation Common Stock,N, ,False,100.0,False,,CNA,CNA,False
CNAC,True,Constellation Alpha Capital Corp. - Ordinary Shares,Q,S,False,100.0,False,N,,CNAC,False
CNACR,True,Constellation Alpha Capital Corp. - Right,Q,S,False,100.0,False,N,,CNACR,False
CNACU,True,Constellation Alpha Capital Corp. - Unit,Q,S,False,100.0,False,N,,CNACU,False
CNACW,True,Constellation Alpha Capital Corp. - Warrant,Q,S,False,100.0,False,N,,CNACW,False
CNAT,True,Conatus Pharmaceuticals Inc. - Common Stock,Q,G,False,100.0,False,N,,CNAT,False
CNBKA,True,"Century Bancorp, Inc. - Class A Common Stock",Q,Q,False,100.0,False,N,,CNBKA,False
CNC,True,Centene Corporation Common Stock,N, ,False,100.0,False,,CNC,CNC,False
CNCE,True,"Concert Pharmaceuticals, Inc. - Common Stock",Q,G,False,100.0,False,N,,CNCE,False
CNCR,True,Loncar Cancer Immunotherapy ETF,Q,G,True,100.0,False,N,,CNCR,False
CNDF,True,iShares Edge MSCI Multifactor Consumer Discretionary ETF,Z, ,True,100.0,False,,CNDF,CNDF,False
CNDT,True,Conduent Incorporated Common Stock ,N, ,False,100.0,False,,CNDT,CNDT,False
CNET,True,"ChinaNet Online Holdings, Inc. - Common Stock",Q,S,False,100.0,False,N,,CNET,False
CNFR,True,"Conifer Holdings, Inc. - Common Stock",Q,G,False,100.0,False,N,,CNFR,False
CNHI,True,CNH Industrial N.V. Common Shares,N, ,False,100.0,False,,CNHI,CNHI,False
CNHX,True,CSOP MSCI China A International Hedged ETF,P, ,True,100.0,False,,CNHX,CNHX,False
CNI,True,Canadian National Railway Company Common Stock,N, ,False,100.0,False,,CNI,CNI,False
CNIT,True,"China Information Technology, Inc. - Ordinary Shares",Q,S,False,100.0,False,N,,CNIT,False
CNK,True,"Cinemark Holdings Inc Cinemark Holdings, Inc. Common Stock",N, ,False,100.0,False,,CNK,CNK,False
CNMD,True,CONMED Corporation - Common Stock,Q,Q,False,100.0,False,N,,CNMD,False
CNNE,True,"Cannae Holdings, Inc. Common Stock",N, ,False,100.0,False,,CNNE,CNNE,False
CNO,True,"CNO Financial Group, Inc. Common Stock",N, ,False,100.0,False,,CNO,CNO,False
CNOB,True,"ConnectOne Bancorp, Inc. - Common Stock",Q,Q,False,100.0,False,N,,CNOB,False
CNP,True,"CenterPoint Energy, Inc (Holding Co) Common Stock",N, ,False,100.0,False,,CNP,CNP,False
CNQ,True,Canadian Natural Resources Limited Common Stock,N, ,False,100.0,False,,CNQ,CNQ,False
CNS,True,Cohen & Steers Inc Common Stock,N, ,False,100.0,False,,CNS,CNS,False
CNSF,True,iShares Edge MSCI Multifactor Consumer Staples ETF,Z, ,True,100.0,False,,CNSF,CNSF,False
CNSL,True,"Consolidated Communications Holdings, Inc. - Common Stock",Q,Q,False,100.0,False,N,,CNSL,False
CNTF,True,"China TechFaith Wireless Communication Technology Limited - American Depositary Shares, each representing 75 ordinary shares",Q,Q,False,100.0,False,N,,CNTF,False
CNTY,True,"Century Casinos, Inc. - Common Stock",Q,S,False,100.0,False,N,,CNTY,False
CNX,True,CNX Resources Corporation Common Stock,N, ,False,100.0,False,,CNX,CNX,False
CNXM,True,CNX Midstream Partners LP Common Units representing limited partner interests,N, ,False,100.0,False,,CNXM,CNXM,False
CNXN,True,"PC Connection, Inc. - Common Stock",Q,Q,False,100.0,False,N,,CNXN,False
CNXT,True,VanEck Vectors ChinaAMC SME-ChNext ETF,P, ,True,100.0,False,,CNXT,CNXT,False
CNY,True,Market Vectors Chinese Renminbi/USD ETN,P, ,False,100.0,False,,CNY,CNY,False
CNYA,True,iShares MSCI China A ETF,Z, ,True,100.0,False,,CNYA,CNYA,False
CO,True,Global Cord Blood Corporation Common Stock,N, ,False,100.0,False,,CO,CO,False
COBZ,True,CoBiz Financial Inc. - Common Stock,Q,Q,False,100.0,False,N,,COBZ,False
COCP,True,"Cocrystal Pharma, Inc. - Common Stock",Q,S,False,100.0,False,N,,COCP,False
CODA,True,"Coda Octopus Group, Inc. - Common stock",Q,S,False,100.0,False,N,,CODA,False
CODI,True,Compass Diversified Holdings Shares of Beneficial Interest,N, ,False,100.0,False,,CODI,CODI,False
CODI$A,True,Compass Diversified Holdings 7.250% Series A Preferred Shares representing beneficial interest in Compass Diversified Holdings,N, ,False,100.0,False,,CODIpA,CODI-A,False
CODI$B,True,Compass Diversified Holdings 7.875% Series B Fixed-to-Floating Rate Cumulative Preferred Shares representing beneficial interests in Compass Diversified Holdings,N, ,False,100.0,False,,CODIpB,CODI-B,False
CODX,True,"Co-Diagnostics, Inc. - Common Stock",Q,S,False,100.0,False,N,,CODX,False
COE,True,"China Online Education Group American depositary shares, each representing 15 Class A ordinary shares",N, ,False,100.0,False,,COE,COE,False
COF,True,Capital One Financial Corporation Common Stock,N, ,False,100.0,False,,COF,COF,False
COF$C,True,Capital One Financial Corp Depository Shares Representing 1/40th Int Perp Pfd Ser C%,N, ,False,100.0,False,,COFpC,COF-C,False
COF$D,True,Capital One Financial Corp Depository Shares Representing 1/40th Interest Perpetual Preferred Series D,N, ,False,100.0,False,,COFpD,COF-D,False
COF$F,True,"Capital One Financial Corporation Depositary Shares, Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series F",N, ,False,100.0,False,,COFpF,COF-F,False
COF$G,True,"Capital One Financial Corporation Depositary Shares, Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series G",N, ,False,100.0,False,,COFpG,COF-G,False
COF$H,True,"Capital One Financial Corporation Depositary Shares, Each Representing 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series H",N, ,False,100.0,False,,COFpH,COF-H,False
COF$P,True,Capital One Financial Corp Pfd Ser B,N, ,False,100.0,False,,COFpP,COF-P,False
COF.W,True,"Capital One Financial Corporation Warrants expiring November 14, 2018",N, ,False,100.0,False,,COF.WS,COF+,False
COG,True,Cabot Oil & Gas Corporation Common Stock,N, ,False,100.0,False,,COG,COG,False
COGT,True,"Cogint, Inc. - Common Stock",Q,G,False,100.0,False,N,,COGT,False
COHN,True,Cohen & Company Inc.,A, ,False,100.0,False,,COHN,COHN,False
COHR,True,"Coherent, Inc. - Common Stock",Q,Q,False,100.0,False,N,,COHR,False
COHU,True,"Cohu, Inc. - Common Stock",Q,Q,False,100.0,False,N,,COHU,False
COKE,True,Coca-Cola Bottling Co. Consolidated - Common Stock,Q,Q,False,100.0,False,N,,COKE,False
COL,True,"Rockwell Collins, Inc. Common Stock",N, ,False,100.0,False,,COL,COL,False
COLB,True,"Columbia Banking System, Inc. - Common Stock",Q,Q,False,100.0,False,N,,COLB,False
COLD,True,Americold Realty Trust Common Shares,N, ,False,100.0,False,,COLD,COLD,False
COLL,True,"Collegium Pharmaceutical, Inc. - Common Stock",Q,Q,False,100.0,False,N,,COLL,False
COLM,True,Columbia Sportswear Company - Common Stock,Q,Q,False,100.0,False,N,,COLM,False
COM,True,Direxion Auspice Broad Commodity Strategy ETF,P, ,True,100.0,False,,COM,COM,False
COMB,True,GraniteShares Bloomberg Commodity Broad Strategy No K-1 ETF,P, ,True,100.0,False,,COMB,COMB,False
COMG,True,GraniteShares S&P GSCI Commodity Broad Strategy No K-1 ETF,P, ,True,100.0,False,,COMG,COMG,False
COMM,True,"CommScope Holding Company, Inc. - Common Stock",Q,Q,False,100.0,False,N,,COMM,False
COMT,True,iShares Commodities Select Strategy ETF,Q,G,True,100.0,False,N,,COMT,False
CONE,True,CyrusOne Inc - Common Stock,Q,Q,False,100.0,False,N,,CONE,False
CONN,True,"Conn's, Inc. - Common Stock",Q,Q,False,100.0,False,N,,CONN,False
COO,True,"The Cooper Companies, Inc. Common Stock",N, ,False,100.0,False,,COO,COO,False
COOL,True,"PolarityTE, Inc. - Common Stock",Q,S,False,100.0,False,D,,COOL,False
COP,True,ConocoPhillips Common Stock,N, ,False,100.0,False,,COP,COP,False
COPX,True,Global X Copper Miners ETF,P, ,True,100.0,False,,COPX,COPX,False
COR,True,CoreSite Realty Corporation Common Stock,N, ,False,100.0,False,,COR,COR,False
CORE,True,"Core-Mark Holding Company, Inc. - Common Stock",Q,Q,False,100.0,False,N,,CORE,False
CORI,True,"Corium International, Inc. - Common Stock",Q,G,False,100.0,False,N,,CORI,False
CORN,True,Teucrium Corn Fund ETV,P, ,True,100.0,False,,CORN,CORN,False
CORP,True,Pimco Investment Grade Corporate Bond Index Exchange-Traded Fund,P, ,True,100.0,False,,CORP,CORP,False
CORR,True,"CorEnergy Infrastructure Trust, Inc. Common Stock",N, ,False,100.0,False,,CORR,CORR,False
CORR$A,True,"CorEnergy Infrastructure Trust, Inc. Depositary Shares, each representing a 1/100th fractional interest of a share of 7.375% Series A Cumulative Redeemable Preferred Stock",N, ,False,100.0,False,,CORRpA,CORR-A,False
CORT,True,Corcept Therapeutics Incorporated - Common Stock,Q,S,False,100.0,False,N,,CORT,False
COST,True,Costco Wholesale Corporation - Common Stock,Q,Q,False,100.0,False,N,,COST,False
COT,True,Cott Corporation Common Stock,N, ,False,100.0,False,,COT,COT,False
COTV,True,"Cotiviti Holdings, Inc. Common Stock",N, ,False,100.0,False,,COTV,COTV,False
COTY,True,Coty Inc. Class A Common Stock,N, ,False,100.0,False,,COTY,COTY,False
COUP,True,Coupa Software Incorporated - Common Stock,Q,Q,False,100.0,False,N,,COUP,False
COW,True,iPath Bloomberg Livestock Total Return Sub-Index ETN,P, ,False,100.0,False,,COW,COW,False
COWB,True,iPathA Series B Bloomberg Livestock Subindex Total Return ETN,P, ,False,100.0,False,,COWB,COWB,False
COWN,True,Cowen Inc. - Class A Common Stock,Q,Q,False,100.0,False,N,,COWN,False
COWNZ,True,Cowen Inc. - 7.35% Senior Notes Due 2027,Q,Q,False,100.0,False,N,,COWNZ,False
COWZ,True,Pacer US Cash Cows 100 ETF,Z, ,True,100.0,False,,COWZ,COWZ,False
CP,True,Canadian Pacific Railway Limited Common Stock,N, ,False,100.0,False,,CP,CP,False
CPA,True,"Copa Holdings, S.A. Copa Holdings, S.A. Class A Common Stock",N, ,False,100.0,False,,CPA,CPA,False
CPAC,True,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares),N, ,False,100.0,False,,CPAC,CPAC,False
CPAH,True,CounterPath Corporation - Common Stock,Q,S,False,100.0,False,N,,CPAH,False
CPB,True,Campbell Soup Company Common Stock,N, ,False,100.0,False,,CPB,CPB,False
CPE,True,Callon Petroleum Company Common Stock,N, ,False,100.0,False,,CPE,CPE,False
CPE$A,True,Callon Petroleum Company Preferred Shares Series A 10%,N, ,False,100.0,False,,CPEpA,CPE-A,False
CPER,True,United States Copper Index Fund ETV,P, ,True,100.0,False,,CPER,CPER,False
CPF,True,Central Pacific Financial Corp New,N, ,False,100.0,False,,CPF,CPF,False
CPG,True,Crescent Point Energy Corporation Ordinary Shares (Canada),N, ,False,100.0,False,,CPG,CPG,False
CPHC,True,Canterbury Park Holding Corporation - Common Stock,Q,G,False,100.0,False,N,,CPHC,False
CPHI,True,"China Pharma Holdings, Inc. Common Stock",A, ,False,100.0,False,,CPHI,CPHI,False
CPI,True,IQ Real Return ETF,P, ,True,100.0,False,,CPI,CPI,False
CPIX,True,Cumberland Pharmaceuticals Inc. - Common Stock,Q,Q,False,100.0,False,N,,CPIX,False
CPK,True,Chesapeake Utilities Corporation Common Stock,N, ,False,100.0,False,,CPK,CPK,False
CPL,True,CPFL Energia S.A. CPFL Energia S.A. American Depositary Shares,N, ,False,100.0,False,,CPL,CPL,False
CPLA,True,Capella Education Company - Common Stock,Q,Q,False,100.0,False,N,,CPLA,False
CPLP,True,Capital Product Partners L.P. - common units representing limited partner interests,Q,Q,False,100.0,False,N,,CPLP,False
CPRT,True,"Copart, Inc. - Common Stock",Q,Q,False,100.0,False,N,,CPRT,False
CPRX,True,"Catalyst Pharmaceuticals, Inc. - Common Stock",Q,S,False,100.0,False,N,,CPRX,False
